review,rating,sentimen,review_clean
"Fast delivery, bahannnya quite okay for the price that much, most sisa2 thread dirapihin hrs aja dl Prev washed, overalls baguss",4.0,positif,fast delivery bahanya quite okay price much sisa thread dirapihin hrs aja dl prev washed overalls baguss
Good product quality original product price good product delivery speed well good seller response,5.0,positif,good product quality original product price good product delivery speed well good seller response
"Thanks yes ,,, its products are. The quality was good, reasonably priced bgt, and it is still a long jg expired. Success is always seller",4.0,positif,thanks yes products quality good reasonably priced banget still long jg expired success always seller
Fast delivery... Try it quite fast get hot but need to be careful when use cause  it will burn hand easily,4.0,positif,fast delivery try quite fast get hot need careful use cause burn hand easily
super time came,2.0,negatif,super time came
"Change shoes ship under which resubmit not see shoes on, and k rep message. Because shoes that sell their prestige. Ntn scene never met. Too bad.",1.0,negatif,change shoes ship resubmit not see shoes rep message shoes sell prestige ntn scene never met bad
I ordered 2 the seller sent only one and the seller is not responsive.,1.0,negatif,ordered seller sent one seller not responsive
Sandals rijeck ko sent,1.0,negatif,sandals rijeck ko sent
Color fushianya youthfulness yes,2.0,negatif,color fushianya youthfulness yes
Hold the delivery. So far ok naman the items. Po wrapped carefully.,1.0,negatif,hold delivery far naman items po wrapped carefully
"Fast shipping, great. Good value Good service from the carrier. Was used by A little small, but it's enough to get one.",5.0,positif,fast shipping great good value good service carrier used little small enough get one
Very small size of pota,1.0,negatif,small size pota
"Not in keeping with the image, koq Sent Arni logo bkn Rinna, creamx jg two cream both nights, disappointed",1.0,negatif,not keeping image koq sent arni logo bkn rinna creamx jg two cream nights disappointed
Excellent product quality product packaging is very beautiful and certainly very good service Shop money very good very fast delivery time,5.0,positif,excellent product quality product packaging beautiful certainly good service shop money good fast delivery time
"Excellent product price is very good product quality is very good delivery speed Mf sis / SDH dtrima gan shoe ma ny ny pmbeli katany tu tp shoe smallness kek ny ny misplaced deh No. 39, this smallness",2.0,negatif,excellent product price good product quality good delivery speed mf sis dtrima gan shoe ny ny pmbeli katany tu shoe smallness kek ny ny misplaced deh no smallness
Was actually works,4.0,positif,actually works
hat is not sent,1.0,negatif,hat not sent
"The fan is not working just aja flame lights, already hubungin ngasih but not in response",1.0,negatif,fan not working aja flame lights already hubungin ngasih not response
Thank you received good fun !! Thank you for your service ^^,4.0,positif,thank received good fun thank service
Quick delivery ... thanks ... best ... packaging containers ...,4.0,positif,quick delivery thanks best packaging containers
Buy absorbent towel inside a ruined my loss is difficult to me to be bad luck? I'll retire a $ 45 I do not want to receive calls? ? My problem is you ah? Product quality is so bad dare to sell? ? What attitude ah? Not back on line,1.0,negatif,buy absorbent towel inside ruined loss difficult bad luck retire not want receive calls problem ah product quality bad dare sell attitude ah not back line
"On product description, it is written: package: 20*matte(with box) but what I received was only this one. My question weren't answered by the seller. Respond please, or at least explain and wrtite better and not misleading information on your product description",1.0,negatif,product description written package matte box received one question answered seller respond please least explain wrtite better not misleading information product description
How the yes. Ko gaada rope. Gt orders already org lg,1.0,negatif,yes ko gaada rope gt orders already org lg
Goods functioning .. But I was not responded to by pelapak,1.0,negatif,goods functioning not responded lapak
"Delivery was insanely fast, honestly feel like the price is pretty cheap and given the normal price of this product. cant wait to use it!",4.0,positif,delivery insanely fast honestly feel like price pretty cheap given normal price product wait use
The small size of even greater that I ordered. crowded,1.0,negatif,small size even greater ordered crowded
Shop package is very beautiful and definitely a cloudy .... his other cleanser was used then ... this new line also used for the first time should not know how effective the ..,5.0,positif,shop package beautiful definitely cloudy cleanser used new line also used first time not know effective
So nice and cute!!!,4.0,positif,nice cute
Good product good product price original product original product price of the product,4.0,positif,good product good product price original product original product price product
Excellent quality.,5.0,positif,excellent quality
Fits really ????????,4.0,positif,fits really
Goods come to order. And very nice to be installed in kebaya .. trimaksh,5.0,positif,goods come order nice installed kebaya trimaksh
ask black navy sent. whereas previously confirmed color. dikomplen no response,1.0,negatif,ask black navy sent whereas previously confirmed color dikomplen no response
terima kasih,5.0,positif,terima kasih
"Baguss, unfortunately delivery lamaa. but sukaaa????????????????????",4.0,positif,baguss unfortunately delivery lamaa suka
Beautiful savage reviews sir ??,5.0,positif,beautiful savage reviews sir
"The fabric beda2 some rough continue Alus no guns also stretchy so, .. there a statement that M = For ages 9 to 1.5 and that L = For the 3th to the top So I bought that M because the fear that L ngepas really too big turns in the child's mouth 6mth sya weight 9kg, .. kyanya add another 2kg BB guns also already muat..mubasir deh",2.0,negatif,fabric beda rough continue alus no guns also stretchy statement ages th top bought fear ngepas really big turns child mouth mth sya weight kg kyanya add another kg bb guns also already muat mubasir deh
"Product delivery is too old, was opened sealing, packaging and package torn sketchy.",1.0,negatif,product delivery old opened aling packaging package torn sketchy
The glue itsn fully attached to the pearl ??,2.0,negatif,glue fully attached pearl
DC had little use natural speaker being shy h k j listen DC,1.0,negatif,dc little use natural speaker shy listen dc
"product arrive,good quality & clean but arrived late abit,bcuz of covid-19..ill make the oder again",4.0,positif,product arrive good quality clean arrived late abit bcuz covid ill make oder
Customer. Already so wrote no comment goods always sukakkk !!!! 5 inimah,5.0,positif,customer already wrote no comment goods always sukak inimah
tiny forceps. Where K is clamped. Do not buy it,1.0,negatif,tiny forceps clamped not buy
Ordered two colors gray and green but i received 3 colors. Yay! ,4.0,positif,ordered two colors gray green received colors yay
Double the price of usual Yakult selling price. But we needed it. Fast transaction though. Thanks!,2.0,negatif,double price usual yakult selling price needed fast transaction though thanks
"Very, very thin fabric, good for short term wear only.",2.0,negatif,thin fabric good short term wear
Very accommodating seller Will order again,5.0,positif,accommodating seller order
Excellent product quality excellent product price,4.0,positif,excellent product quality excellent product price
Ok goods delivery is very slow almost 2 weeks to yampe,2.0,negatif,goods delivery slow almost weeks yampe
The product quality is excellent. The product price is very good. Delivery speed is very good.,5.0,positif,product quality excellent product price good delivery speed good
"Sellers do not rensponsip, long goods arrive at the destination ... even courier tlpn barabgnya order to download the JNT (end we also take and pay expensive when ongkirnya)",1.0,negatif,sellers not rensponsip long goods arrive destination even courier tlpn barabgnya order download jnt end also take pay expensive ongkirnya
I think the shop selling this is taking the order lightly. I clearly purchased different set of tinted length (that I measured perfectly for my windows) but they delivered one whole length and expected buyer to cut by ourselves. What the hell. ,1.0,negatif,think shop selling taking order lightly clearly purchased different set tinted length measured perfectly windows delivered one whole length expected buyer cut hell
